"glytoucan_ac","glycan_type","glycan_type_source","glycan_type_source_id","glycan_subtype","glycan_subtype_source","glycan_subtype_source_id"
"G65307GS","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G65307GS","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G84507CY","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G66128JY","Glycosphingolipid","GlycoMotif","GGM.001108","Ganglio series","GlycoMotif","GGM.001108"
"G98992QS","N-linked","Subsumption","G18999DB","Core-fucosylated","Subsumption","G18999DB"
"G95925VF","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G95925VF","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G95925VF","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G61023PY","O-linked","GlycoMotif","GGM.001019","O-mannose","GlycoMotif","GGM.001019"
"G00432WV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G60598XD","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G23573QZ","N-linked","Subsumption","G52333AW","Bisected","Subsumption","G52333AW"
"G23573QZ","N-linked","Subsumption","G52333AW","Complex","Subsumption","G05546WG"
"G10924UK","O-linked","GlycoMotif","GGM.001011","Core 4","GlycoMotif","GGM.001011"
"G90544QF","N-linked","Subsumption","G02611WU","Core-fucosylated","Subsumption","G05060ST"
"G90544QF","N-linked","Subsumption","G02611WU","Complex","Subsumption","G02611WU"
"G60743GT","N-linked","Subsumption","G03207XQ","Core-fucosylated","Subsumption","G03207XQ"
"G60743GT","N-linked","Subsumption","G03207XQ","Complex","Subsumption","G03207XQ"
"G99372JL","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G15076CR","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G11357FA","O-linked","Subsumption","G14442NU","Core 2","Subsumption","G04210UW"
"G11357FA","O-linked","Subsumption","G14442NU","Core 1","Subsumption","G14442NU"
"G38641HA","N-linked","GlycoMotif","GGM.001001","","",""
"G39172HB","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G39172HB","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G39172HB","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G34449IQ","Glycosphingolipid","Subsumption","G68867HM","Muco series","Subsumption","G68867HM"
"G56682BC","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G98536AW","N-linked","GlycoMotif","GGM.001001","","",""
"G79890WA","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G29388XG","O-linked","GlycoMotif","GGM.001006","Core 1","GlycoMotif","GGM.001006"
"G76230IU","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G90619MM","O-linked","Subsumption","G24516WB","Core 2","Subsumption","G06864JC"
"G90619MM","O-linked","Subsumption","G24516WB","Core 1","Subsumption","G24516WB"
"G41834QV","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G85953MG","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G47407XK","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G47407XK","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G03764XL","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G03764XL","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G65434PC","Glycosphingolipid","GlycoMotif","GGM.001105","Gala series","GlycoMotif","GGM.001105"
"G85079IJ","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G52353WM","N-linked","Subsumption","G03895SR","Core-fucosylated","Subsumption","G03895SR"
"G52353WM","N-linked","Subsumption","G03895SR","Complex","Subsumption","G03895SR"
"G01802HL","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G20341YF","O-linked","Subsumption","G29524AT","Core 4","Subsumption","G29524AT"
"G19504QQ","N-linked","Subsumption","G00383YF","Bisected","Subsumption","G00383YF"
"G19504QQ","N-linked","Subsumption","G00383YF","Complex","Subsumption","G00383YF"
"G94166OZ","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G94166OZ","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G94166OZ","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G24767MV","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G24767MV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G08140SH","N-linked","Subsumption","G13185KN","Core-fucosylated","Subsumption","G13185KN"
"G08140SH","N-linked","Subsumption","G13185KN","Complex","Subsumption","G13185KN"
"G79982IL","N-linked","GlycoMotif","GGM.001003","Hybrid","GlycoMotif","GGM.001003"
"G13248CW","N-linked","Subsumption","G02967BC","Bisected","Subsumption","G02967BC"
"G13248CW","N-linked","Subsumption","G02967BC","Complex","Subsumption","G02967BC"
"G17667YX","O-linked","GlycoMotif","GGM.001006","Core 1","GlycoMotif","GGM.001006"
"G01789AQ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G01789AQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G53657SK","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G25471IM","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G20731UX","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G66622AX","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G62362NF","N-linked","Subsumption","G32332OM","Bisected","Subsumption","G32332OM"
"G62362NF","N-linked","Subsumption","G32332OM","Core-fucosylated","Subsumption","G02193CV"
"G62362NF","N-linked","Subsumption","G32332OM","Complex","Subsumption","G02193CV"
"G63932XL","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G93196BP","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G93196BP","N-linked","GlycoMotif","GGM.001023","Hybrid","GlycoMotif","GGM.001003"
"G27378DU","N-linked","Subsumption","G06598KJ","Bisected","Subsumption","G06598KJ"
"G27378DU","N-linked","Subsumption","G06598KJ","Core-fucosylated","Subsumption","G09897NE"
"G27378DU","N-linked","Subsumption","G06598KJ","Complex","Subsumption","G06598KJ"
"G24402OX","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G03445UI","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G03445UI","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G82207VX","N-linked","GlycoMotif","GGM.001001","","",""
"G14343MU","N-linked","GlycoMotif","GGM.001001","","",""
"G87507EP","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G03067VG","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G43972TU","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G91487MA","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G12186NF","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G12186NF","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G29005BV","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G49407NB","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G36020VB","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G53572UK","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G53572UK","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G53572UK","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G80085JU","Glycosphingolipid","GlycoMotif","GGM.001106","Neo-lacto series","GlycoMotif","GGM.001107"
"G80085JU","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G03031PQ","Glycosphingolipid","Subsumption","G00601UG","Neo-lacto series","Subsumption","G08662MT"
"G03031PQ","Glycosphingolipid","Subsumption","G00601UG","Lacto series","Subsumption","G00601UG"
"G16956YO","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G16956YO","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G17661OZ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G26216ZN","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G06748VG","O-linked","Subsumption","G85472FV","O-mannose","Subsumption","G85472FV"
"G88471OO","N-linked","Subsumption","G18084RK","Complex","Subsumption","G18084RK"
"G74120DW","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G74120DW","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G38397KO","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G38397KO","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G54829NU","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G54829NU","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G30708CB","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G30708CB","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G17945PF","N-linked","Subsumption","G08981WF","Complex","Subsumption","G08981WF"
"G58232MG","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G58232MG","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G63075AF","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G63075AF","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G24332CA","N-linked","Subsumption","G05982NR","Core-fucosylated","Subsumption","G05982NR"
"G24332CA","N-linked","Subsumption","G05982NR","Complex","Subsumption","G05982NR"
"G56376TA","N-linked","GlycoMotif","GGM.001003","Hybrid","GlycoMotif","GGM.001003"
"G89366NN","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G38421BP","O-linked","GlycoMotif","GGM.001009","Core 3","GlycoMotif","GGM.001009"
"G77069PF","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G84821OV","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G40569DS","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G20455AW","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G98639HN","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G98639HN","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G05653II","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G92597CK","N-linked","Subsumption","G17977UE","Core-fucosylated","Subsumption","G17977UE"
"G92597CK","Glycosphingolipid","Subsumption","G39655AK","Neo-lacto series","Subsumption","G21362JU"
"G92597CK","Glycosphingolipid","Subsumption","G39655AK","Lacto series","Subsumption","G39655AK"
"G65256PU","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G65256PU","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G65256PU","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G50327WN","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G80319WU","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G25429RR","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G17076AZ","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G17076AZ","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G17076AZ","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G72175XZ","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G32761XQ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G32761XQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G40059NR","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G17126MK","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G92965OP","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G83161QT","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G32832NG","N-linked","Subsumption","G54829NU","Bisected","Subsumption","G54829NU"
"G32832NG","N-linked","Subsumption","G54829NU","Complex","Subsumption","G15767SO"
"G63381RX","N-linked","Subsumption","G30708CB","Core-fucosylated","Subsumption","G30708CB"
"G63381RX","N-linked","Subsumption","G30708CB","Complex","Subsumption","G30708CB"
"G63381RX","O-linked","Subsumption","G09367JM","Core 2","Subsumption","G09367JM"
"G65299LG","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G65299LG","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G32114CQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G08636CQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G10251YN","Glycosphingolipid","Subsumption","G80085JU","Neo-lacto series","Subsumption","G12069NI"
"G10251YN","Glycosphingolipid","Subsumption","G80085JU","Lacto series","Subsumption","G80085JU"
"G71129DE","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G71129DE","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G61538CN","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G97474SU","O-linked","GlycoMotif","GGM.001011","Core 4","GlycoMotif","GGM.001011"
"G00487XO","N-linked","GlycoMotif","GGM.001001","","",""
"G92575UZ","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G92575UZ","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G92575UZ","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G00695FC","N-linked","Subsumption","G05270EP","Bisected","Subsumption","G05270EP"
"G00695FC","N-linked","Subsumption","G05270EP","Core-fucosylated","Subsumption","G05422YM"
"G00695FC","N-linked","Subsumption","G05270EP","Complex","Subsumption","G05143WC"
"G02316AS","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G05862HP","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G09314FY","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G09314FY","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G50543NR","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G50543NR","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G00729SA","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G09319JK","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G77498XG","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G77498XG","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G77498XG","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G91586XY","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G24660HK","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G24660HK","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G24660HK","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G29419HY","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G29419HY","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G52238TO","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G52238TO","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G22493AJ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G22493AJ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G52633YA","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G04210UW","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G23280NH","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G35110VT","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G84808RB","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G13991MC","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G13991MC","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G62055US","Glycosphingolipid","Subsumption","G08644YY","Gala series","Subsumption","G08644YY"
"G40270LS","O-linked","GlycoMotif","GGM.001009","Core 3","GlycoMotif","GGM.001009"
"G30416OM","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G87962JM","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G73846SW","N-linked","Subsumption","G00247PL","Bisected","Subsumption","G00247PL"
"G73846SW","N-linked","Subsumption","G00247PL","Core-fucosylated","Subsumption","G00247PL"
"G73846SW","N-linked","Subsumption","G00247PL","Complex","Subsumption","G00998NI"
"G73846SW","N-linked","Subsumption","G00247PL","Hybrid","Subsumption","G00247PL"
"G03542LT","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G23232XI","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G12848QL","O-linked","GlycoMotif","GGM.001010","Core 3","GlycoMotif","GGM.001010"
"G68345FH","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G68345FH","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G49721VX","N-linked","GlycoMotif","GGM.001001","","",""
"G29857PJ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G29857PJ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G58288KD","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G58288KD","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G25002YK","Glycosphingolipid","Subsumption","G27403GX","Neo-lacto series","Subsumption","G60707IU"
"G25002YK","Glycosphingolipid","Subsumption","G27403GX","Lacto series","Subsumption","G27403GX"
"G05341MB","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G66122ZT","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G66122ZT","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G87222YB","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G38861VL","O-linked","GlycoMotif","GGM.001006","Core 1","GlycoMotif","GGM.001006"
"G65703ID","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G88214CS","O-linked","Subsumption","G26570RB","Core 2","Subsumption","G26570RB"
"G65147VW","N-linked","Subsumption","G00606LX","Core-fucosylated","Subsumption","G00606LX"
"G65147VW","N-linked","Subsumption","G00606LX","Complex","Subsumption","G00606LX"
"G19868AX","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G64418LU","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G64418LU","N-linked","GlycoMotif","GGM.001023","Hybrid","GlycoMotif","GGM.001003"
"G66008HG","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
